AND6HDLLX4, 10.0800, 4.4800, {0.0000 -0.4000} {10.0800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {10.0800 4.4800} {10.0800 0.0000}
ANTENNACELLN2HDLL, 1.1200, 4.4800, {0.0000 -0.4000} {1.1200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {1.1200 4.4800} {1.1200 0.0000}
ANTENNACELLNP2HDLL, 1.1200, 4.4800, {0.0000 -0.4000} {1.1200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {1.1200 4.4800} {1.1200 0.0000}
ANTENNACELLP2HDLL, 1.1200, 4.4800, {0.0000 -0.4000} {1.1200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {1.1200 4.4800} {1.1200 0.0000}
AO211HDLLX0, 4.4800, 4.4800, {0.0000 -0.4000} {4.4800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {4.4800 4.4800} {4.4800 0.0000}
AO211HDLLX1, 4.4800, 4.4800, {0.0000 -0.4000} {4.4800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {4.4800 4.4800} {4.4800 0.0000}
AO211HDLLX2, 5.0400, 4.4800, {0.0000 -0.4000} {5.0400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.0400 4.4800} {5.0400 0.0000}
AO211HDLLX4, 6.7200, 4.4800, {0.0000 -0.4000} {6.7200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {6.7200 4.4800} {6.7200 0.0000}
AO21HDLLX0, 3.9200, 4.4800, {0.0000 -0.4000} {3.9200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {3.9200 4.4800} {3.9200 0.0000}
AO21HDLLX1, 3.9200, 4.4800, {0.0000 -0.4000} {3.9200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {3.9200 4.4800} {3.9200 0.0000}
AO21HDLLX2, 4.4800, 4.4800, {0.0000 -0.4000} {4.4800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {4.4800 4.4800} {4.4800 0.0000}
AO21HDLLX4, 6.1600, 4.4800, {0.0000 -0.4000} {6.1600 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {6.1600 4.4800} {6.1600 0.0000}
AO221HDLLX0, 5.0400, 4.4800, {0.0000 -0.4000} {5.0400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.0400 4.4800} {5.0400 0.0000}
AO221HDLLX1, 5.0400, 4.4800, {0.0000 -0.4000} {5.0400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.0400 4.4800} {5.0400 0.0000}
AO221HDLLX2, 6.7200, 4.4800, {0.0000 -0.4000} {6.7200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {6.7200 4.4800} {6.7200 0.0000}
AO221HDLLX4, 7.8400, 4.4800, {0.0000 -0.4000} {7.8400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {7.8400 4.4800} {7.8400 0.0000}
AO222HDLLX0, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
